en_td,energy_eV,eedf
1.0,22.540595462282038,-2.1684043525098397e-19
1.0,22.732428587807362,0.0
1.0,22.92507456555949,6.942147005150463e-18
1.0,23.118533395538414,-3.2716670071593934e-19
1.0,23.312805077744144,-5.861050029530441e-20
1.0,23.507889612176676,1.0388917583477651e-18
1.0,23.70378699883601,5.51984054960986e-19
1.0,23.900497237722142,5.774804261369789e-18
1.0,24.098020328835076,-5.660769834268779e-18
1.0,24.29635627217482,-9.102622454281237e-20
1.0,24.49550506774136,0.0
1.0,24.695466715534703,9.147955862150886e-20
1.0,24.89624121555485,1.1798653319020154e-19
1.0,25.0978285678018,1.51427096216441e-19
1.0,25.300228772275553,9.26442289280327e-23
1.0,25.503441828976108,9.340153023217604e-26
1.0,25.707467737903464,5.602420908870692e-29
1.0,25.912306499057618,5.85757130917675e-30
1.0,26.11795811243858,8.450618647255174e-31
1.0,26.324422578046338,4.975935174223817e-33
1.0,26.531699895880905,1.2886822263087669e-34
1.0,26.739790065942266,3.081487921902942e-33
1.0,26.948693088230435,3.599592339063848e-37
1.0,27.158408962745405,-6.620230528554844e-40
1.0,27.368937689487176,-9.936868408124122e-38
1.0,27.580279268455755,-1.0883277247428125e-37
1.0,27.792433699651127,-1.308336076339494e-35
1.0,28.00540098307331,-1.4336872282090762e-35
1.0,28.219181118722297,-1.4012893252972565e-35
1.0,28.43377410659808,-4.564658264744e-33
1.0,28.649179946700666,-6.843455682866043e-33
1.0,28.865398639030055,-2.2359861957608263e-32
1.0,29.082430183586244,-2.5943301927206486e-30
1.0,29.300274580369237,-2.858908778875695e-33
1.0,29.51893182937903,-3.765687810266212e-34
1.0,29.738401930615627,1.9630971396071685e-32
1.0,29.958684884079027,5.078436539762151e-32
1.0,30.179780689769224,4.701920995907348e-32
1.0,30.40168934768623,1.6867536154384973e-29
1.0,30.624410857830036,-1.1645362063822943e-27
1.0,30.84794522020065,-1.392807495519326e-25
1.0,31.072292434798065,-1.567119525324214e-25
1.0,31.297452501622274,7.593259555694644e-26
1.0,31.52342542067329,7.446846971176596e-27
1.0,31.750211191951106,6.739941880654156e-28
1.0,31.97780981545572,3.5728568260053373e-31
1.0,32.20622129118715,8.962761613903292e-34
1.0,32.43544561914537,1.0097599037717921e-35
1.0,32.66548279933039,5.551960343978295e-37
1.0,32.896332831742214,-4.5842074606710645e-35
1.0,33.12799571638085,-2.2763209130657853e-32
1.0,33.36047145324628,-1.1604542940929027e-29
1.0,33.593760042338516,3.780700869551193e-27
1.0,33.82786148365756,8.493308623839247e-25
1.0,34.0627757772034,8.142899436125393e-23
1.0,34.29850292297604,6.630097820382707e-24
1.0,34.535042920975485,3.0063882462568405e-27
1.0,34.77239577120173,1.5418586590792226e-24
1.0,35.010561473654775,1.1331072976690884e-21
1.0,35.24954002833462,3.6760766966081464e-19
1.0,35.48933143524128,-1.9744329742457603e-19
1.0,35.72993569437473,-1.579893117121019e-23
1.0,35.97135280573499,-1.4905722147244246e-27
1.0,36.213582769322045,-1.648562846755674e-31
1.0,36.45662558513591,-1.7982391512546036e-35
1.5,0.0002444075580672338,0.15861397139317243
1.5,0.001222037790336169,0.1586139589869179
1.5,0.003177298254874039,0.15861388376456775
1.5,0.006110188951680844,0.1586136871287215
1.5,0.010020709880756587,0.15861333262132213
1.5,0.01490886104210126,0.15861281498461713
1.5,0.02077464243571487,0.15861215997808492
1.5,0.027618054061597418,0.15861138144052497
1.5,0.035439095919748906,0.1586104969697373
1.5,0.04423776801016932,0.1586096205664552
1.5,0.05401407033285867,0.15860889309161208
